集計年,都道府県コード,都道府県名,男女区分,0～4歳（人）,5～9歳（人）,10～14歳（人）,15～19歳（人）,20～24歳（人）,25～29歳（人）,30～34歳（人）,35～39歳（人）,40～44歳（人）,45～49歳（人）,50～54歳（人）,55～59歳（人）,60～64歳（人）,65～69歳（人）,70～74歳（人）,75～79歳（人）,80～84歳（人）,85～89歳（人）,90歳以上（人）
2025,44,大分県,男,19108,20627,23278,24386,24236,26613,27588,28651,31574,35865,38397,32029,31214,33268,37025,37480,23299,14470,10446
2025,44,大分県,女,18130,19649,22151,23570,23545,25624,26025,26897,30464,34573,38216,34197,34564,37710,42678,46082,34362,26734,28909
2030,44,大分県,男,18201,18981,20544,22843,23033,25055,27183,27757,28599,31337,35518,37751,31351,29868,30945,32820,30508,16036,11374
2030,44,大分県,女,17268,18083,19549,21765,22820,23996,25736,25926,26723,30145,34316,37992,33984,33950,36503,40367,41884,28161,31093
2035,44,大分県,男,17412,18081,18904,20166,21586,23819,25597,27347,27706,28396,31053,34910,36945,30083,27888,27596,26796,21520,12751
2035,44,大分県,女,16520,17223,17990,19217,21102,23249,24108,25643,25760,26449,29929,34109,37769,33421,32919,34622,36743,34881,33701
2040,44,大分県,男,16500,17299,18009,18556,19064,22322,24329,25754,27298,27517,28149,30546,34141,35469,28178,25014,22764,18981,16575
2040,44,大分県,女,15652,16479,17137,17684,18640,21487,23347,24025,25474,25497,26264,29757,33902,37157,32449,31304,31673,30696,40335
1980,45,宮崎県,男,46332,49354,44448,39438,31655,43677,47955,36393,36062,39633,37089,26335,21621,18404,14069,9946,5362,1926,446
1980,45,宮崎県,女,43888,47258,42486,38148,37818,45990,48508,38752,40006,42972,41075,35121,28826,24740,19258,13767,8225,3487,1008
1985,45,宮崎県,男,41060,47186,49939,37834,26661,36406,44783,47862,35910,35209,38350,35636,25069,19879,15860,10809,6472,2620,753
1985,45,宮崎県,女,39569,44482,47848,37495,32839,40296,46060,48809,38717,39539,42521,40448,34173,27636,23003,16631,10491,4945,1648
1990,45,宮崎県,男,34330,41265,46869,42300,24246,29586,36655,44218,46881,34615,34015,36869,34062,23244,17431,12543,7240,3319,1100
1990,45,宮崎県,女,33093,39769,44412,41582,29985,34548,39646,45685,48231,37873,38856,41842,39673,33004,25793,20270,13137,6696,2762
1995,45,宮崎県,男,30722,35248,41533,41532,32351,28445,31923,37956,44909,46690,34293,33549,36021,31981,20732,14182,8726,3904,1527
1995,45,宮崎県,女,29221,33947,40135,39571,33904,32724,35197,40122,45823,47842,37567,38740,41592,38760,31326,23214,16631,9047,4192
2000,45,宮崎県,男,28889,31480,35623,36890,30493,33865,29841,32672,37993,44401,45923,33593,33040,34044,28742,17181,10248,5046,1926
2000,45,宮崎県,女,27260,29854,34325,35955,31526,36160,33099,35677,40221,45390,47406,37484,38772,40578,37011,28847,19576,12052,6503
2005,45,宮崎県,男,26235,29179,31331,31521,26548,31189,33964,29624,32263,37103,43651,45115,33421,31771,31141,24359,12973,6178,2731
2005,45,宮崎県,女,25020,27492,29647,30977,28343,32498,35966,32729,35308,39685,44958,47238,37529,37915,39080,34445,25027,14913,9541
2010,45,宮崎県,男,25507,26599,29158,28276,22348,27414,32152,34457,29885,32158,36758,42835,44418,32026,29349,26849,18601,8089,3546
2010,45,宮崎県,女,24470,25301,27553,27267,24479,29353,33545,36289,32849,35080,39352,44723,47216,36839,36477,36594,30343,19698,12890
2015,45,宮崎県,男,23603,25487,26507,27096,23173,23420,28110,32398,34602,29847,31958,36071,41618,42424,29724,25645,20938,11998,5091
2015,45,宮崎県,女,22392,24455,25269,26029,23578,25117,29648,33415,36111,32565,34707,39012,44384,46457,35645,34389,32510,24198,17731
2020,45,宮崎県,男,20881,23533,25371,25123,23835,23966,23819,28106,32241,34308,29490,31209,34829,39460,39298,26089,20252,13813,7725
2020,45,宮崎県,女,19813,22336,24383,24273,23813,24170,25301,29470,33170,35771,32197,34342,38535,43477,44879,33608,30709,26291,23226
2025,45,宮崎県,男,19314,20831,23452,24078,22102,24611,24369,23859,27997,31962,33906,28883,30280,33131,36577,34805,20861,13686,9881
2025,45,宮崎県,女,18324,19772,22294,23446,22235,24419,24396,25190,29280,32867,35382,31908,34014,37796,42010,42498,30239,25227,27789
2030,45,宮崎県,男,18387,19270,20763,22279,21195,22858,25000,24394,23787,27770,31585,33228,28149,28935,30828,32430,28274,14382,10937
2030,45,宮崎県,女,17447,18292,19737,21455,21500,22817,24638,24292,25041,29020,32510,35083,31676,33414,36587,39784,38542,25182,29897
2035,45,宮崎県,男,17544,18347,19204,19729,19605,21926,23228,25015,24311,23613,27460,30949,32397,27007,27048,27494,26418,19981,12005
2035,45,宮崎県,女,16648,17416,18261,18999,19678,22061,23023,24529,24146,24831,28723,32233,34851,31173,32420,34744,36097,32574,31591
2040,45,宮崎県,男,16650,17505,18286,18246,17357,20280,22273,23242,24921,24132,23371,26936,30163,31109,25361,24272,22643,18745,15765
2040,45,宮崎県,女,15797,16619,17384,17569,17424,20192,22248,22920,24377,23947,24584,28487,32005,34314,30308,30895,31684,30513,37984
1980,46,鹿児島県,男,64270,69948,69306,64466,47155,62584,65054,50823,52474,59791,58720,45301,37907,34071,26023,17759,9196,3564,957
1980,46,鹿児島県,女,61992,67352,66643,63321,57266,65776,63765,53683,59276,67462,68471,62673,52248,45798,36928,26514,16176,7218,2649
1985,46,鹿児島県,男,62328,66745,71400,60090,42498,54989,67134,66955,51207,52016,58743,57239,43937,35042,29356,19784,11147,4443,1398
1985,46,鹿児島県,女,59649,64220,68812,59982,51946,60725,66488,65103,54046,58942,67105,67915,61350,49973,42168,31442,19721,9572,3592
1990,46,鹿児島県,男,52753,62805,67128,61837,37657,44286,55818,66500,65855,49418,50373,56645,55226,40877,30796,23033,12907,5634,1919
1990,46,鹿児島県,女,50054,60201,64512,61928,47133,52602,59138,66376,64592,53054,58214,66348,66774,58970,46551,36632,24187,12201,5197
1995,46,鹿児島県,男,45838,54196,63675,60379,44599,41321,47596,57749,67889,65966,48822,49550,55638,51831,36297,24861,15659,6708,2395
1995,46,鹿児島県,女,43919,51444,60846,60583,50935,49052,52786,60002,66530,64122,52773,58172,65968,65160,55963,41698,29534,16297,7454
2000,46,鹿児島県,男,41402,46958,55031,57496,46736,47920,44295,49211,58663,67774,65299,48143,49606,52989,46489,29957,17560,8904,3069
2000,46,鹿児島県,女,40148,44940,52238,56975,50606,52957,50038,53334,60394,66284,63973,53275,58422,64541,62013,50884,34514,20922,11397
2005,46,鹿児島県,男,39369,41903,47435,49902,42133,45823,48328,44615,49398,58084,67225,64279,48037,47404,47979,38911,22165,10462,4576
2005,46,鹿児島県,女,37505,40547,45251,48842,46249,49851,51920,49533,53234,60178,66244,64176,53451,57241,61808,57181,43883,25950,16245
2010,46,鹿児島県,男,38008,39464,42016,42753,33899,41182,46070,48613,44708,49155,57583,66133,63929,46312,43717,40949,29396,13550,5832
2010,46,鹿児島県,女,35895,37528,40468,42224,39057,45928,49663,52054,49745,53036,59839,66186,64393,52471,55021,57383,49890,33573,21598
2015,46,鹿児島県,男,34604,37729,39425,39067,34086,34306,41452,46186,48574,44637,48874,56569,64490,61264,42966,37781,31651,18753,8240
2015,46,鹿児島県,女,32827,35615,37377,38663,36783,38826,45374,49263,51696,49426,52691,59565,65790,63416,50793,51573,50695,39085,29562
2020,46,鹿児島県,男,30394,34334,37630,37462,33685,34501,34419,41282,45825,48203,44135,47806,54718,61175,56681,37350,29612,20719,11908
2020,46,鹿児島県,女,28837,32579,35462,36247,35521,36857,38454,44933,48820,51289,49030,52315,58884,64422,61249,47636,45801,40355,37586
2025,46,鹿児島県,男,28142,30180,34300,35817,32317,34112,34645,34346,41005,45463,47725,43370,46567,52087,56594,49767,29690,19874,14665
2025,46,鹿児島県,女,26700,28639,32474,34426,33404,35669,36596,38158,44575,48443,50911,48779,51867,57725,62220,57728,42661,37023,43327
2030,46,鹿児島県,男,26707,27946,30162,32710,30968,32748,34246,34555,34153,40698,44995,46969,42520,44571,48393,49770,40207,20355,15758
2030,46,鹿児島県,女,25339,26518,28550,31575,31814,33569,35431,36303,37884,44238,48068,50708,48484,50949,55853,58656,52124,34957,44980
2035,46,鹿児島県,男,25217,26525,27922,28773,28304,31357,32876,34155,34350,33931,40299,44258,46151,40910,41650,42858,40318,28259,16893
2035,46,鹿児島県,女,23922,25167,26435,27771,29209,31969,33338,35151,36044,37622,43903,47842,50470,47721,49417,52811,52970,43382,45610
2040,46,鹿児島県,男,23718,25048,26506,26638,24904,28662,31479,32787,33943,34125,33645,39680,43430,44498,38429,37147,35108,28447,22009
2040,46,鹿児島県,女,22504,23764,25093,25707,25703,29348,31744,33078,34905,35802,37362,43694,47576,49724,46386,46882,47940,44108,52534
1980,47,沖縄県,男,53301,59125,53787,48144,40597,51440,44593,33322,36665,33855,25053,17375,14187,11533,8725,5760,3337,1666,520
1980,47,沖縄県,女,50945,56368,51867,46496,39828,48360,41519,32505,35863,32871,28504,23190,19807,16707,13878,10801,7006,4019,1867
1985,47,沖縄県,男,51631,54576,58705,48970,39763,46584,54600,45424,33357,36068,32920,24265,16597,13115,10224,7146,4099,1959,890
1985,47,沖縄県,女,49249,51945,56417,47392,39984,45405,50233,41586,32100,35556,32439,28041,22835,19183,15846,12636,9039,4988,2822
1990,47,沖縄県,男,47619,52037,53720,53200,38271,40955,46480,52829,43767,31887,34442,31505,22960,15406,11735,8548,5264,2502,1133
1990,47,沖縄県,女,45266,49602,51592,52162,40334,42231,45747,49813,40829,31457,35027,31914,27477,22185,18242,14668,10747,6745,3907
1995,47,沖縄県,男,44026,48535,51391,50697,48122,42127,43646,47497,52813,43353,31254,33755,30539,21641,13927,9856,6378,3273,1453
1995,47,沖縄県,女,41805,46128,49417,48915,48171,43861,43938,46211,49358,40555,31407,34918,31615,27002,21457,16987,12761,8298,5534
2000,47,沖縄県,男,42443,44631,48357,48771,43467,48895,43743,44259,47132,51829,42325,30335,32810,28707,19604,11889,7465,4056,2031
2000,47,沖縄県,女,40151,42569,46128,46741,43000,49817,45117,44249,45808,48646,39674,30745,34463,30795,25929,19772,14856,9909,7544
2005,47,沖縄県,男,41857,43389,44838,45920,41523,45610,51061,45012,44462,46843,51487,41825,30099,31364,26191,16748,9031,4809,2566
2005,47,沖縄県,女,39698,41116,42532,43887,41771,46413,51937,45830,44185,45711,48384,39792,30669,33863,29714,24296,17710,12122,9264
2010,47,沖縄県,男,41136,41797,43140,42704,38299,42198,46857,52541,45542,44470,46511,50264,41290,28775,28732,22545,13190,5806,3184
2010,47,沖縄県,女,39656,39625,40959,40773,38247,43986,47876,52660,46284,44141,45405,48249,39663,30099,32555,27969,21882,14134,11636
2015,47,沖縄県,男,39807,40680,41467,41636,38814,39527,43018,47611,52816,45567,44228,45374,48713,39384,26638,25042,17999,8840,4197
2015,47,沖縄県,女,37760,39280,39410,39790,37557,39803,44656,48021,52700,46032,43798,45162,47786,39055,29303,30862,25373,17858,14705
2020,47,沖縄県,男,36082,39353,40348,40323,39228,39846,39920,43163,47322,52276,44879,42863,43564,45937,36299,23295,20137,12325,6276
2020,47,沖縄県,女,34233,37397,39022,38480,37971,38860,40081,44462,47740,52200,45494,43324,44419,46656,37774,27681,27894,20851,18901
2025,47,沖縄県,男,34211,35684,39062,39223,37993,40275,40265,40084,42932,46857,51526,43588,41301,41198,42317,32027,18929,14022,8995
2025,47,沖縄県,女,32460,33907,37178,38109,36741,39319,39211,39971,44233,47311,51612,45043,42679,43409,45078,35829,25215,23157,23203
2030,47,沖縄県,男,33661,33830,35428,37971,36902,39031,40682,40406,39869,42529,46202,50102,42120,39188,38084,37347,26366,13371,11160
2030,47,沖縄県,女,31934,32149,33716,36298,36376,38031,39658,39099,39776,43838,46783,51114,44424,41776,42003,42699,32826,21152,26986
2035,47,沖縄県,男,33019,33278,33582,34435,35719,37905,39419,40810,40182,39511,41964,44963,48454,40077,36355,33787,30727,18985,12077
2035,47,沖縄県,女,31326,31623,31962,32922,34632,37618,38342,39535,38919,39434,43362,46330,50432,43529,40487,39876,39007,27849,28362
2040,47,沖縄県,男,32044,32639,33028,32629,32375,36662,38260,39530,40585,39826,39009,40890,43524,46160,37306,32391,28012,22088,15781
2040,47,沖縄県,女,30398,31013,31441,31195,31389,35794,37893,38211,39342,38592,39017,42952,45723,49447,42238,38521,36552,32944,34007
